Frame	Umbrella	Group	Atom_Pair	Distance (nm)
4940.00	umbrella9	O21	CL-O21(5862)	0.321
5090.00	umbrella9	O21	CL-O21(5862)	0.297
5550.00	umbrella9	O21	CL-O21(5862)	0.324
6640.00	umbrella9	O21	CL-O21(5862)	0.293
6710.00	umbrella9	O21	CL-O21(5862)	0.312
1670.00	umbrella15	O21	CL-O21(5172)	0.303
1760.00	umbrella15	O21	CL-O21(5172)	0.311
3480.00	umbrella15	O21	CL-O21(5172)	0.321
240.00	umbrella20	O21	CL-O21(5586)	0.314
310.00	umbrella20	O21	CL-O21(5586)	0.327
4880.00	umbrella20	O21	CL-O21(5586)	0.300
400.00	umbrella22	O21	CL-O21(5172)	0.322
2370.00	umbrella22	O21	CL-O21(5172)	0.318
2530.00	umbrella22	O21	CL-O21(5172)	0.307
3160.00	umbrella22	O21	CL-O21(5172)	0.324
8850.00	umbrella22	O21	CL-O21(5172)	0.325
14560.00	umbrella22	O21	CL-O21(5172)	0.324
15440.00	umbrella22	O21	CL-O21(5172)	0.326
15720.00	umbrella22	O21	CL-O21(5172)	0.321
16640.00	umbrella22	O21	CL-O21(5172)	0.321
23190.00	umbrella22	O21	CL-O21(5172)	0.325
23330.00	umbrella22	O21	CL-O21(5172)	0.325
23420.00	umbrella22	O21	CL-O21(5172)	0.315
24780.00	umbrella23	O21	CL-O21(5034)	0.319
17450.00	umbrella24	O21	CL-O21(5034)	0.318
19870.00	umbrella24	O21	CL-O21(5034)	0.302
20300.00	umbrella24	O21	CL-O21(5724)	0.296
4780.00	umbrella26	O21	CL-O21(5172)	0.316
5390.00	umbrella26	O21	CL-O21(5172)	0.323
6730.00	umbrella26	O21	CL-O21(5172)	0.300
9710.00	umbrella26	O21	CL-O21(5586)	0.320
9730.00	umbrella26	O21	CL-O21(5586)	0.286
9740.00	umbrella26	O21	CL-O21(5586)	0.316
9750.00	umbrella26	O21	CL-O21(5586)	0.322
9770.00	umbrella26	O21	CL-O21(5586)	0.318
9830.00	umbrella26	O21	CL-O21(5586)	0.301
9850.00	umbrella26	O21	CL-O21(5586)	0.296
12480.00	umbrella26	O21	CL-O21(5034)	0.326
15150.00	umbrella26	O21	CL-O21(5034)	0.313
15830.00	umbrella26	O21	CL-O21(5034)	0.311
18480.00	umbrella26	O21	CL-O21(5034)	0.315
18650.00	umbrella26	O21	CL-O21(5034)	0.325
18980.00	umbrella26	O21	CL-O21(5034)	0.323
19070.00	umbrella26	O21	CL-O21(5034)	0.305
19100.00	umbrella26	O21	CL-O21(5034)	0.327
19600.00	umbrella26	O21	CL-O21(5034)	0.325
19760.00	umbrella26	O21	CL-O21(5034)	0.311
19820.00	umbrella26	O21	CL-O21(5034)	0.299
21580.00	umbrella26	O21	CL-O21(6414)	0.323
21590.00	umbrella26	O21	CL-O21(6414)	0.303
21600.00	umbrella26	O21	CL-O21(6414)	0.277
21670.00	umbrella26	O21	CL-O21(6414)	0.324
21900.00	umbrella26	O21	CL-O21(6414)	0.324
22030.00	umbrella26	O21	CL-O21(6414)	0.324
22150.00	umbrella26	O21	CL-O21(6414)	0.323
22260.00	umbrella26	O21	CL-O21(6414)	0.323
22270.00	umbrella26	O21	CL-O21(6414)	0.320
22590.00	umbrella26	O21	CL-O21(6414)	0.323
22820.00	umbrella26	O21	CL-O21(5034)	0.314
23040.00	umbrella26	O21	CL-O21(5034)	0.327
24130.00	umbrella26	O21	CL-O21(6414)	0.323
24140.00	umbrella26	O21	CL-O21(6414)	0.312
24180.00	umbrella26	O21	CL-O21(6414)	0.322
24230.00	umbrella26	O21	CL-O21(6414)	0.311
24280.00	umbrella26	O21	CL-O21(6414)	0.327
24400.00	umbrella26	O21	CL-O21(6414)	0.319
24420.00	umbrella26	O21	CL-O21(6414)	0.315
24430.00	umbrella26	O21	CL-O21(6414)	0.288
24450.00	umbrella26	O21	CL-O21(6414)	0.300
24480.00	umbrella26	O21	CL-O21(6414)	0.317
24490.00	umbrella26	O21	CL-O21(6414)	0.298
24510.00	umbrella26	O21	CL-O21(6414)	0.301
24560.00	umbrella26	O21	CL-O21(6414)	0.282
24610.00	umbrella26	O21	CL-O21(6414)	0.283
40.00	umbrella27	O21	CL-O21(8484)	0.312
60.00	umbrella27	O21	CL-O21(8484)	0.299
80.00	umbrella27	O21	CL-O21(8484)	0.301
840.00	umbrella27	O21	CL-O21(8484)	0.317
900.00	umbrella27	O21	CL-O21(8484)	0.275
1000.00	umbrella27	O21	CL-O21(8484)	0.304
1090.00	umbrella27	O21	CL-O21(8484)	0.323
1210.00	umbrella27	O21	CL-O21(8484)	0.314
1220.00	umbrella27	O21	CL-O21(8484)	0.312
1380.00	umbrella27	O21	CL-O21(8484)	0.326
2230.00	umbrella27	O21	CL-O21(8484)	0.326
3360.00	umbrella27	O21	CL-O21(8484)	0.326
5620.00	umbrella27	O21	CL-O21(8484)	0.327
5640.00	umbrella27	O21	CL-O21(8484)	0.308
5650.00	umbrella27	O21	CL-O21(8484)	0.325
10290.00	umbrella27	O21	CL-O21(8484)	0.307
10440.00	umbrella27	O21	CL-O21(8484)	0.326
10450.00	umbrella27	O21	CL-O21(8484)	0.309
10460.00	umbrella27	O21	CL-O21(8484)	0.319
10540.00	umbrella27	O21	CL-O21(8484)	0.315
12280.00	umbrella27	O21	CL-O21(8484)	0.327
12620.00	umbrella27	O21	CL-O21(8484)	0.321
12680.00	umbrella27	O21	CL-O21(8484)	0.327
12700.00	umbrella27	O21	CL-O21(8484)	0.325
12710.00	umbrella27	O21	CL-O21(8484)	0.316
12730.00	umbrella27	O21	CL-O21(8484)	0.275
12750.00	umbrella27	O21	CL-O21(8484)	0.309
12760.00	umbrella27	O21	CL-O21(8484)	0.309
12800.00	umbrella27	O21	CL-O21(8484)	0.309
12840.00	umbrella27	O21	CL-O21(8484)	0.319
12860.00	umbrella27	O21	CL-O21(8484)	0.298
12900.00	umbrella27	O21	CL-O21(8484)	0.306
13860.00	umbrella27	O21	CL-O21(8484)	0.315
13990.00	umbrella27	O21	CL-O21(8484)	0.325
14000.00	umbrella27	O21	CL-O21(8484)	0.317
14280.00	umbrella27	O21	CL-O21(6690)	0.311
14320.00	umbrella27	O21	CL-O21(6690)	0.305
14340.00	umbrella27	O21	CL-O21(6690)	0.313
14720.00	umbrella27	O21	CL-O21(8484)	0.304
15060.00	umbrella27	O21	CL-O21(6690)	0.294
15140.00	umbrella27	O21	CL-O21(8484)	0.326
15190.00	umbrella27	O21	CL-O21(8484)	0.315
15920.00	umbrella27	O21	CL-O21(8484)	0.296
15950.00	umbrella27	O21	CL-O21(8484)	0.312
16100.00	umbrella27	O21	CL-O21(8484)	0.302
16160.00	umbrella27	O21	CL-O21(8484)	0.287
16170.00	umbrella27	O21	CL-O21(8484)	0.325
16230.00	umbrella27	O21	CL-O21(8484)	0.315
16350.00	umbrella27	O21	CL-O21(8484)	0.324
16970.00	umbrella27	O21	CL-O21(8484)	0.284
16980.00	umbrella27	O21	CL-O21(8484)	0.295
17010.00	umbrella27	O21	CL-O21(8484)	0.315
17020.00	umbrella27	O21	CL-O21(8484)	0.319
17030.00	umbrella27	O21	CL-O21(8484)	0.316
17080.00	umbrella27	O21	CL-O21(8484)	0.316
17110.00	umbrella27	O21	CL-O21(8484)	0.304
17150.00	umbrella27	O21	CL-O21(8484)	0.326
17220.00	umbrella27	O21	CL-O21(8484)	0.321
17240.00	umbrella27	O21	CL-O21(8484)	0.306
17310.00	umbrella27	O21	CL-O21(8484)	0.317
17460.00	umbrella27	O21	CL-O21(8484)	0.295
17520.00	umbrella27	O21	CL-O21(8484)	0.303
17550.00	umbrella27	O21	CL-O21(8484)	0.311
17580.00	umbrella27	O21	CL-O21(8484)	0.319
17620.00	umbrella27	O21	CL-O21(8484)	0.315
17630.00	umbrella27	O21	CL-O21(8484)	0.317
17680.00	umbrella27	O21	CL-O21(8484)	0.309
17750.00	umbrella27	O21	CL-O21(8484)	0.291
17760.00	umbrella27	O21	CL-O21(8484)	0.317
17830.00	umbrella27	O21	CL-O21(8484)	0.322
17840.00	umbrella27	O21	CL-O21(8484)	0.300
17900.00	umbrella27	O21	CL-O21(8484)	0.319
17910.00	umbrella27	O21	CL-O21(8484)	0.305
17970.00	umbrella27	O21	CL-O21(8484)	0.323
18030.00	umbrella27	O21	CL-O21(8484)	0.311
18060.00	umbrella27	O21	CL-O21(8484)	0.298
18080.00	umbrella27	O21	CL-O21(8484)	0.315
18090.00	umbrella27	O21	CL-O21(8484)	0.325
18100.00	umbrella27	O21	CL-O21(8484)	0.318
19880.00	umbrella27	O21	CL-O21(8484)	0.319
19890.00	umbrella27	O21	CL-O21(8484)	0.301
19930.00	umbrella27	O21	CL-O21(8484)	0.288
19950.00	umbrella27	O21	CL-O21(8484)	0.325
19960.00	umbrella27	O21	CL-O21(8484)	0.307
19970.00	umbrella27	O21	CL-O21(8484)	0.290
19980.00	umbrella27	O21	CL-O21(8484)	0.303
19990.00	umbrella27	O21	CL-O21(8484)	0.299
20030.00	umbrella27	O21	CL-O21(8484)	0.298
20120.00	umbrella27	O21	CL-O21(8484)	0.298
20140.00	umbrella27	O21	CL-O21(8484)	0.311
20150.00	umbrella27	O21	CL-O21(8484)	0.321
20170.00	umbrella27	O21	CL-O21(8484)	0.314
20180.00	umbrella27	O21	CL-O21(8484)	0.284
20210.00	umbrella27	O21	CL-O21(8484)	0.324
4810.00	umbrella28	O21	CL-O21(5172)	0.305
7170.00	umbrella28	O21	CL-O21(5172)	0.321
7210.00	umbrella28	O21	CL-O21(5172)	0.302
7250.00	umbrella28	O21	CL-O21(5172)	0.327
8100.00	umbrella28	O21	CL-O21(5172)	0.322
8360.00	umbrella28	O21	CL-O21(5172)	0.326
8500.00	umbrella28	O21	CL-O21(5172)	0.319
8510.00	umbrella28	O21	CL-O21(5172)	0.293
8590.00	umbrella28	O21	CL-O21(5172)	0.319
8610.00	umbrella28	O21	CL-O21(5172)	0.302
8720.00	umbrella28	O21	CL-O21(5172)	0.312
8880.00	umbrella28	O21	CL-O21(5172)	0.316
8890.00	umbrella28	O21	CL-O21(5172)	0.312
10420.00	umbrella28	O21	CL-O21(5034)	0.294
11310.00	umbrella28	O21	CL-O21(5034)	0.324
11330.00	umbrella28	O21	CL-O21(5034)	0.314
14030.00	umbrella28	O21	CL-O21(5034)	0.304
14190.00	umbrella28	O21	CL-O21(5034)	0.304
15140.00	umbrella28	O21	CL-O21(5034)	0.325
15170.00	umbrella28	O21	CL-O21(5034)	0.290
15220.00	umbrella28	O21	CL-O21(5034)	0.322
15230.00	umbrella28	O21	CL-O21(5034)	0.318
15240.00	umbrella28	O21	CL-O21(5034)	0.308
15270.00	umbrella28	O21	CL-O21(5034)	0.310
15290.00	umbrella28	O21	CL-O21(5034)	0.302
15310.00	umbrella28	O21	CL-O21(5034)	0.299
15330.00	umbrella28	O21	CL-O21(5034)	0.314
15340.00	umbrella28	O21	CL-O21(5034)	0.320
15350.00	umbrella28	O21	CL-O21(5034)	0.314
15480.00	umbrella28	O21	CL-O21(5034)	0.327
15690.00	umbrella28	O21	CL-O21(5034)	0.302
15750.00	umbrella28	O21	CL-O21(5034)	0.326
15760.00	umbrella28	O21	CL-O21(5034)	0.306
15780.00	umbrella28	O21	CL-O21(5034)	0.327
15810.00	umbrella28	O21	CL-O21(5034)	0.325
15850.00	umbrella28	O21	CL-O21(5034)	0.320
15870.00	umbrella28	O21	CL-O21(5034)	0.320
16010.00	umbrella28	O21	CL-O21(5034)	0.316
16090.00	umbrella28	O21	CL-O21(5034)	0.322
16100.00	umbrella28	O21	CL-O21(5034)	0.303
16110.00	umbrella28	O21	CL-O21(5034)	0.313
16140.00	umbrella28	O21	CL-O21(5034)	0.322
16180.00	umbrella28	O21	CL-O21(5034)	0.310
16200.00	umbrella28	O21	CL-O21(5034)	0.312
16220.00	umbrella28	O21	CL-O21(5034)	0.280
16240.00	umbrella28	O21	CL-O21(5034)	0.296
16270.00	umbrella28	O21	CL-O21(5034)	0.312
16280.00	umbrella28	O21	CL-O21(5034)	0.327
16290.00	umbrella28	O21	CL-O21(5034)	0.291
16300.00	umbrella28	O21	CL-O21(5034)	0.327
16310.00	umbrella28	O21	CL-O21(5034)	0.314
16320.00	umbrella28	O21	CL-O21(5034)	0.318
16330.00	umbrella28	O21	CL-O21(5034)	0.314
16350.00	umbrella28	O21	CL-O21(5034)	0.302
16360.00	umbrella28	O21	CL-O21(5034)	0.316
16370.00	umbrella28	O21	CL-O21(5034)	0.321
16420.00	umbrella28	O21	CL-O21(5034)	0.307
16780.00	umbrella28	O21	CL-O21(5034)	0.302
17340.00	umbrella28	O21	CL-O21(5034)	0.313
17390.00	umbrella28	O21	CL-O21(5034)	0.321
17580.00	umbrella28	O21	CL-O21(5034)	0.297
17590.00	umbrella28	O21	CL-O21(5034)	0.321
17680.00	umbrella28	O21	CL-O21(5034)	0.311
17810.00	umbrella28	O21	CL-O21(5034)	0.306
17820.00	umbrella28	O21	CL-O21(5034)	0.308
17960.00	umbrella28	O21	CL-O21(5034)	0.314
18300.00	umbrella28	O21	CL-O21(5034)	0.317
18400.00	umbrella28	O21	CL-O21(5034)	0.283
18490.00	umbrella28	O21	CL-O21(5034)	0.321
18540.00	umbrella28	O21	CL-O21(5034)	0.308
18680.00	umbrella28	O21	CL-O21(5034)	0.313
18690.00	umbrella28	O21	CL-O21(5034)	0.327
18700.00	umbrella28	O21	CL-O21(5034)	0.298
18750.00	umbrella28	O21	CL-O21(5034)	0.319
18760.00	umbrella28	O21	CL-O21(5034)	0.327
18790.00	umbrella28	O21	CL-O21(5034)	0.325
18860.00	umbrella28	O21	CL-O21(5034)	0.313
18870.00	umbrella28	O21	CL-O21(5034)	0.315
18880.00	umbrella28	O21	CL-O21(5034)	0.316
18890.00	umbrella28	O21	CL-O21(5034)	0.309
18900.00	umbrella28	O21	CL-O21(5034)	0.307
19000.00	umbrella28	O21	CL-O21(5034)	0.295
19020.00	umbrella28	O21	CL-O21(5034)	0.288
19050.00	umbrella28	O21	CL-O21(5034)	0.321
19080.00	umbrella28	O21	CL-O21(5034)	0.314
19150.00	umbrella28	O21	CL-O21(5034)	0.312
19360.00	umbrella28	O21	CL-O21(5034)	0.303
19370.00	umbrella28	O21	CL-O21(5034)	0.286
19380.00	umbrella28	O21	CL-O21(5034)	0.304
19390.00	umbrella28	O21	CL-O21(5034)	0.308
19410.00	umbrella28	O21	CL-O21(5034)	0.320
19430.00	umbrella28	O21	CL-O21(5034)	0.319
19450.00	umbrella28	O21	CL-O21(5034)	0.290
19460.00	umbrella28	O21	CL-O21(5034)	0.326
19600.00	umbrella28	O21	CL-O21(5034)	0.308
20030.00	umbrella28	O21	CL-O21(5034)	0.312
20050.00	umbrella28	O21	CL-O21(5034)	0.311
20060.00	umbrella28	O21	CL-O21(5034)	0.315
20090.00	umbrella28	O21	CL-O21(5034)	0.290
20130.00	umbrella28	O21	CL-O21(5034)	0.308
20140.00	umbrella28	O21	CL-O21(5034)	0.320
20150.00	umbrella28	O21	CL-O21(5034)	0.300
20160.00	umbrella28	O21	CL-O21(5034)	0.326
20170.00	umbrella28	O21	CL-O21(5034)	0.313
20180.00	umbrella28	O21	CL-O21(5034)	0.314
20190.00	umbrella28	O21	CL-O21(5034)	0.324
20200.00	umbrella28	O21	CL-O21(5034)	0.289
20210.00	umbrella28	O21	CL-O21(5034)	0.299
20220.00	umbrella28	O21	CL-O21(5034)	0.297
20230.00	umbrella28	O21	CL-O21(5034)	0.286
20250.00	umbrella28	O21	CL-O21(5034)	0.292
20260.00	umbrella28	O21	CL-O21(5034)	0.315
20270.00	umbrella28	O21	CL-O21(5034)	0.301
20280.00	umbrella28	O21	CL-O21(5034)	0.279
20290.00	umbrella28	O21	CL-O21(5034)	0.325
20310.00	umbrella28	O21	CL-O21(5034)	0.298
20330.00	umbrella28	O21	CL-O21(5034)	0.294
20360.00	umbrella28	O21	CL-O21(5034)	0.322
20400.00	umbrella28	O21	CL-O21(5034)	0.303
20620.00	umbrella28	O21	CL-O21(5034)	0.296
20630.00	umbrella28	O21	CL-O21(5034)	0.308
20690.00	umbrella28	O21	CL-O21(5034)	0.305
20740.00	umbrella28	O21	CL-O21(5034)	0.308
21010.00	umbrella28	O21	CL-O21(5034)	0.320
8700.00	umbrella29	O21	CL-O21(5034)	0.317
8720.00	umbrella29	O21	CL-O21(5034)	0.317
8770.00	umbrella29	O21	CL-O21(5034)	0.300
8820.00	umbrella29	O21	CL-O21(5034)	0.313
8850.00	umbrella29	O21	CL-O21(5034)	0.312
9040.00	umbrella29	O21	CL-O21(5034)	0.312
10140.00	umbrella29	O21	CL-O21(5034)	0.309
10330.00	umbrella29	O21	CL-O21(5034)	0.317
10380.00	umbrella29	O21	CL-O21(5034)	0.306
17090.00	umbrella31	O21	CL-O21(7104)	0.292
17200.00	umbrella31	O21	CL-O21(7104)	0.298
17210.00	umbrella31	O21	CL-O21(7104)	0.320
17320.00	umbrella31	O21	CL-O21(7104)	0.320
17340.00	umbrella31	O21	CL-O21(7104)	0.322
17740.00	umbrella31	O21	CL-O21(7104)	0.321
17770.00	umbrella31	O21	CL-O21(7104)	0.325
17840.00	umbrella31	O21	CL-O21(7104)	0.308
18050.00	umbrella31	O21	CL-O21(7104)	0.308
18700.00	umbrella31	O21	CL-O21(7104)	0.302
18720.00	umbrella31	O21	CL-O21(7104)	0.296
18730.00	umbrella31	O21	CL-O21(7104)	0.283
18760.00	umbrella31	O21	CL-O21(7104)	0.312
22520.00	umbrella31	O21	CL-O21(6276)	0.301
23860.00	umbrella31	O21	CL-O21(6276)	0.306
20730.00	umbrella2	O22	CL-O22(5312)	0.309
20830.00	umbrella2	O22	CL-O22(5312)	0.323
20690.00	umbrella9	O22	CL-O22(5174)	0.325
5420.00	umbrella11	O22	CL-O22(5864)	0.323
1640.00	umbrella14	O22	CL-O22(6692)	0.299
1650.00	umbrella14	O22	CL-O22(6692)	0.311
1680.00	umbrella14	O22	CL-O22(6692)	0.324
2310.00	umbrella14	O22	CL-O22(6692)	0.324
2820.00	umbrella14	O22	CL-O22(6692)	0.317
5320.00	umbrella14	O22	CL-O22(6692)	0.307
1730.00	umbrella15	O22	CL-O22(5174)	0.311
2880.00	umbrella15	O22	CL-O22(5174)	0.280
2960.00	umbrella15	O22	CL-O22(5174)	0.305
2980.00	umbrella15	O22	CL-O22(5174)	0.303
3150.00	umbrella15	O22	CL-O22(5174)	0.287
3180.00	umbrella15	O22	CL-O22(5174)	0.279
3280.00	umbrella15	O22	CL-O22(5174)	0.321
3300.00	umbrella15	O22	CL-O22(5174)	0.273
3370.00	umbrella15	O22	CL-O22(5174)	0.306
3520.00	umbrella15	O22	CL-O22(5174)	0.321
3530.00	umbrella15	O22	CL-O22(5174)	0.322
3550.00	umbrella15	O22	CL-O22(5174)	0.283
4760.00	umbrella15	O22	CL-O22(5174)	0.327
5010.00	umbrella15	O22	CL-O22(5174)	0.294
5150.00	umbrella15	O22	CL-O22(5174)	0.300
5540.00	umbrella15	O22	CL-O22(5174)	0.316
5760.00	umbrella15	O22	CL-O22(5174)	0.301
5890.00	umbrella15	O22	CL-O22(5174)	0.312
5950.00	umbrella15	O22	CL-O22(5174)	0.299
6100.00	umbrella15	O22	CL-O22(5174)	0.300
6320.00	umbrella15	O22	CL-O22(5174)	0.309
6430.00	umbrella15	O22	CL-O22(5174)	0.303
8520.00	umbrella15	O22	CL-O22(5174)	0.322
8630.00	umbrella15	O22	CL-O22(5174)	0.325
8890.00	umbrella15	O22	CL-O22(5174)	0.323
9120.00	umbrella15	O22	CL-O22(5174)	0.319
9130.00	umbrella15	O22	CL-O22(5174)	0.314
9150.00	umbrella15	O22	CL-O22(5174)	0.327
9700.00	umbrella15	O22	CL-O22(5174)	0.304
9800.00	umbrella15	O22	CL-O22(5174)	0.297
9830.00	umbrella15	O22	CL-O22(5174)	0.327
9840.00	umbrella15	O22	CL-O22(5174)	0.316
9930.00	umbrella15	O22	CL-O22(5174)	0.301
10550.00	umbrella15	O22	CL-O22(5036)	0.316
10570.00	umbrella15	O22	CL-O22(5036)	0.308
10580.00	umbrella15	O22	CL-O22(5036)	0.316
10590.00	umbrella15	O22	CL-O22(5036)	0.325
14750.00	umbrella15	O22	CL-O22(5174)	0.303
15490.00	umbrella15	O22	CL-O22(5174)	0.319
16160.00	umbrella15	O22	CL-O22(5864)	0.293
16180.00	umbrella15	O22	CL-O22(5864)	0.310
16200.00	umbrella15	O22	CL-O22(5864)	0.301
16420.00	umbrella15	O22	CL-O22(5864)	0.325
16490.00	umbrella15	O22	CL-O22(5864)	0.318
16530.00	umbrella15	O22	CL-O22(5864)	0.327
16560.00	umbrella15	O22	CL-O22(5864)	0.307
16580.00	umbrella15	O22	CL-O22(5864)	0.327
16740.00	umbrella15	O22	CL-O22(5864)	0.294
16790.00	umbrella15	O22	CL-O22(5864)	0.262
16830.00	umbrella15	O22	CL-O22(5864)	0.316
16850.00	umbrella15	O22	CL-O22(5864)	0.295
16880.00	umbrella15	O22	CL-O22(5864)	0.323
17020.00	umbrella15	O22	CL-O22(5864)	0.309
17480.00	umbrella15	O22	CL-O22(5864)	0.318
20040.00	umbrella15	O22	CL-O22(5864)	0.295
20150.00	umbrella15	O22	CL-O22(5864)	0.301
22450.00	umbrella15	O22	CL-O22(5864)	0.287
22540.00	umbrella15	O22	CL-O22(5864)	0.322
24470.00	umbrella15	O22	CL-O22(5864)	0.320
1680.00	umbrella16	O22	CL-O22(5036)	0.325
1750.00	umbrella16	O22	CL-O22(5036)	0.305
2640.00	umbrella16	O22	CL-O22(5174)	0.287
2670.00	umbrella16	O22	CL-O22(5174)	0.321
2750.00	umbrella16	O22	CL-O22(5174)	0.321
2840.00	umbrella16	O22	CL-O22(5174)	0.318
4480.00	umbrella16	O22	CL-O22(5174)	0.320
4510.00	umbrella16	O22	CL-O22(5174)	0.292
23070.00	umbrella16	O22	CL-O22(5864)	0.319
24070.00	umbrella16	O22	CL-O22(5864)	0.303
24090.00	umbrella16	O22	CL-O22(5864)	0.318
2240.00	umbrella17	O22	CL-O22(5174)	0.316
3630.00	umbrella18	O22	CL-O22(5174)	0.300
22630.00	umbrella18	O22	CL-O22(5174)	0.310
22810.00	umbrella18	O22	CL-O22(5174)	0.322
4200.00	umbrella19	O22	CL-O22(5174)	0.297
6750.00	umbrella19	O22	CL-O22(5174)	0.320
4330.00	umbrella20	O22	CL-O22(7244)	0.326
24780.00	umbrella20	O22	CL-O22(7244)	0.306
24970.00	umbrella20	O22	CL-O22(7244)	0.296
740.00	umbrella22	O22	CL-O22(5174)	0.326
3730.00	umbrella22	O22	CL-O22(5174)	0.315
3760.00	umbrella22	O22	CL-O22(5174)	0.306
4220.00	umbrella22	O22	CL-O22(5174)	0.323
4760.00	umbrella22	O22	CL-O22(5174)	0.321
4880.00	umbrella22	O22	CL-O22(5174)	0.326
8030.00	umbrella22	O22	CL-O22(5174)	0.327
10570.00	umbrella22	O22	CL-O22(5864)	0.304
10600.00	umbrella22	O22	CL-O22(5864)	0.318
10610.00	umbrella22	O22	CL-O22(5864)	0.304
10620.00	umbrella22	O22	CL-O22(5864)	0.327
11030.00	umbrella22	O22	CL-O22(5864)	0.317
11050.00	umbrella22	O22	CL-O22(5864)	0.308
11350.00	umbrella22	O22	CL-O22(5864)	0.320
12790.00	umbrella22	O22	CL-O22(5864)	0.324
13570.00	umbrella22	O22	CL-O22(5864)	0.308
15600.00	umbrella22	O22	CL-O22(5174)	0.320
15720.00	umbrella22	O22	CL-O22(5174)	0.321
16970.00	umbrella22	O22	CL-O22(5174)	0.320
17600.00	umbrella22	O22	CL-O22(5864)	0.314
17650.00	umbrella22	O22	CL-O22(5864)	0.319
17740.00	umbrella22	O22	CL-O22(5864)	0.291
19440.00	umbrella22	O22	CL-O22(5864)	0.312
19980.00	umbrella22	O22	CL-O22(5864)	0.320
20060.00	umbrella22	O22	CL-O22(5864)	0.327
23160.00	umbrella22	O22	CL-O22(5174)	0.305
23180.00	umbrella22	O22	CL-O22(5174)	0.288
23190.00	umbrella22	O22	CL-O22(5174)	0.320
23200.00	umbrella22	O22	CL-O22(5174)	0.309
23420.00	umbrella22	O22	CL-O22(5174)	0.320
6280.00	umbrella23	O22	CL-O22(5174)	0.324
23600.00	umbrella23	O22	CL-O22(5726)	0.289
23780.00	umbrella23	O22	CL-O22(5726)	0.326
24250.00	umbrella23	O22	CL-O22(5726)	0.314
24330.00	umbrella23	O22	CL-O22(5726)	0.319
24350.00	umbrella23	O22	CL-O22(5726)	0.300
24360.00	umbrella23	O22	CL-O22(5726)	0.312
24430.00	umbrella23	O22	CL-O22(5726)	0.306
24450.00	umbrella23	O22	CL-O22(5726)	0.294
24490.00	umbrella23	O22	CL-O22(5726)	0.277
24500.00	umbrella23	O22	CL-O22(5726)	0.309
24510.00	umbrella23	O22	CL-O22(5726)	0.327
24520.00	umbrella23	O22	CL-O22(5726)	0.294
24530.00	umbrella23	O22	CL-O22(5726)	0.314
24540.00	umbrella23	O22	CL-O22(5726)	0.324
24550.00	umbrella23	O22	CL-O22(5726)	0.289
24560.00	umbrella23	O22	CL-O22(5726)	0.300
24570.00	umbrella23	O22	CL-O22(5726)	0.310
24940.00	umbrella23	O22	CL-O22(5726)	0.324
2900.00	umbrella24	O22	CL-O22(5588)	0.312
3210.00	umbrella24	O22	CL-O22(5588)	0.320
3570.00	umbrella24	O22	CL-O22(5588)	0.281
3580.00	umbrella24	O22	CL-O22(5588)	0.311
3600.00	umbrella24	O22	CL-O22(5588)	0.317
3610.00	umbrella24	O22	CL-O22(5588)	0.298
3620.00	umbrella24	O22	CL-O22(5588)	0.276
4010.00	umbrella24	O22	CL-O22(5588)	0.314
4060.00	umbrella24	O22	CL-O22(5588)	0.284
4400.00	umbrella24	O22	CL-O22(5588)	0.284
4510.00	umbrella24	O22	CL-O22(5588)	0.320
4580.00	umbrella24	O22	CL-O22(5588)	0.327
4610.00	umbrella24	O22	CL-O22(5588)	0.276
4620.00	umbrella24	O22	CL-O22(5588)	0.312
4640.00	umbrella24	O22	CL-O22(5588)	0.286
4650.00	umbrella24	O22	CL-O22(5588)	0.306
4660.00	umbrella24	O22	CL-O22(5588)	0.312
4700.00	umbrella24	O22	CL-O22(5588)	0.304
4740.00	umbrella24	O22	CL-O22(5588)	0.327
4750.00	umbrella24	O22	CL-O22(5588)	0.311
4760.00	umbrella24	O22	CL-O22(5588)	0.266
4800.00	umbrella24	O22	CL-O22(5588)	0.302
4830.00	umbrella24	O22	CL-O22(5588)	0.264
4970.00	umbrella24	O22	CL-O22(5588)	0.317
5030.00	umbrella24	O22	CL-O22(5588)	0.299
5050.00	umbrella24	O22	CL-O22(5588)	0.325
5070.00	umbrella24	O22	CL-O22(5588)	0.301
5140.00	umbrella24	O22	CL-O22(5588)	0.319
5150.00	umbrella24	O22	CL-O22(5588)	0.317
5180.00	umbrella24	O22	CL-O22(5588)	0.296
5230.00	umbrella24	O22	CL-O22(5588)	0.310
5260.00	umbrella24	O22	CL-O22(5588)	0.312
5280.00	umbrella24	O22	CL-O22(5588)	0.286
5300.00	umbrella24	O22	CL-O22(5588)	0.281
5320.00	umbrella24	O22	CL-O22(5588)	0.282
5340.00	umbrella24	O22	CL-O22(5588)	0.316
5490.00	umbrella24	O22	CL-O22(5588)	0.318
5530.00	umbrella24	O22	CL-O22(5588)	0.289
5560.00	umbrella24	O22	CL-O22(5588)	0.313
5580.00	umbrella24	O22	CL-O22(5588)	0.292
5600.00	umbrella24	O22	CL-O22(5588)	0.295
5620.00	umbrella24	O22	CL-O22(5588)	0.326
5640.00	umbrella24	O22	CL-O22(5588)	0.323
5700.00	umbrella24	O22	CL-O22(5588)	0.302
5830.00	umbrella24	O22	CL-O22(5588)	0.316
