Frame	Umbrella	Group	Atom_Pair	Distance (nm)
10950.00	umbrella28	O22	CL-O22(5174)	0.306
11250.00	umbrella28	O22	CL-O22(5174)	0.318
11430.00	umbrella28	O22	CL-O22(5174)	0.303
11470.00	umbrella28	O22	CL-O22(5174)	0.325
11650.00	umbrella28	O22	CL-O22(5174)	0.284
11690.00	umbrella28	O22	CL-O22(5174)	0.316
11870.00	umbrella28	O22	CL-O22(5174)	0.307
12170.00	umbrella28	O22	CL-O22(5174)	0.303
12230.00	umbrella28	O22	CL-O22(5174)	0.302
12240.00	umbrella28	O22	CL-O22(5174)	0.310
13030.00	umbrella28	O22	CL-O22(5450)	0.321
13040.00	umbrella28	O22	CL-O22(5450)	0.299
13050.00	umbrella28	O22	CL-O22(5450)	0.306
13070.00	umbrella28	O22	CL-O22(5450)	0.308
13120.00	umbrella28	O22	CL-O22(5450)	0.287
13130.00	umbrella28	O22	CL-O22(5450)	0.284
13140.00	umbrella28	O22	CL-O22(5450)	0.325
13160.00	umbrella28	O22	CL-O22(5450)	0.311
13190.00	umbrella28	O22	CL-O22(5450)	0.305
13620.00	umbrella28	O22	CL-O22(5174)	0.308
13650.00	umbrella28	O22	CL-O22(5174)	0.325
13680.00	umbrella28	O22	CL-O22(5174)	0.293
13790.00	umbrella28	O22	CL-O22(5174)	0.320
13800.00	umbrella28	O22	CL-O22(5174)	0.311
13840.00	umbrella28	O22	CL-O22(5174)	0.283
13900.00	umbrella28	O22	CL-O22(5174)	0.321
14230.00	umbrella28	O22	CL-O22(5174)	0.325
14260.00	umbrella28	O22	CL-O22(5174)	0.327
14280.00	umbrella28	O22	CL-O22(5174)	0.299
14290.00	umbrella28	O22	CL-O22(5174)	0.313
14340.00	umbrella28	O22	CL-O22(5174)	0.327
14370.00	umbrella28	O22	CL-O22(5174)	0.305
14400.00	umbrella28	O22	CL-O22(5174)	0.317
14470.00	umbrella28	O22	CL-O22(5174)	0.308
14640.00	umbrella28	O22	CL-O22(5174)	0.314
14870.00	umbrella28	O22	CL-O22(5174)	0.320
14890.00	umbrella28	O22	CL-O22(5174)	0.289
14960.00	umbrella28	O22	CL-O22(5174)	0.318
15000.00	umbrella28	O22	CL-O22(5174)	0.305
15040.00	umbrella28	O22	CL-O22(5174)	0.310
15110.00	umbrella28	O22	CL-O22(5174)	0.318
15120.00	umbrella28	O22	CL-O22(5174)	0.314
15200.00	umbrella28	O22	CL-O22(5174)	0.311
15300.00	umbrella28	O22	CL-O22(5174)	0.323
15400.00	umbrella28	O22	CL-O22(5174)	0.326
15440.00	umbrella28	O22	CL-O22(5174)	0.305
15530.00	umbrella28	O22	CL-O22(5174)	0.327
15900.00	umbrella28	O22	CL-O22(5174)	0.309
16200.00	umbrella28	O22	CL-O22(5174)	0.325
16620.00	umbrella28	O22	CL-O22(5174)	0.314
16690.00	umbrella28	O22	CL-O22(5174)	0.311
16770.00	umbrella28	O22	CL-O22(5174)	0.314
17120.00	umbrella28	O22	CL-O22(5174)	0.318
17200.00	umbrella28	O22	CL-O22(5174)	0.324
17310.00	umbrella28	O22	CL-O22(5174)	0.315
17330.00	umbrella28	O22	CL-O22(5174)	0.302
17370.00	umbrella28	O22	CL-O22(5174)	0.299
17790.00	umbrella28	O22	CL-O22(5174)	0.326
17930.00	umbrella28	O22	CL-O22(5174)	0.303
18000.00	umbrella28	O22	CL-O22(5174)	0.317
18050.00	umbrella28	O22	CL-O22(5174)	0.323
18470.00	umbrella28	O22	CL-O22(5174)	0.292
18560.00	umbrella28	O22	CL-O22(5174)	0.322
18690.00	umbrella28	O22	CL-O22(5174)	0.315
19290.00	umbrella28	O22	CL-O22(5174)	0.288
19940.00	umbrella28	O22	CL-O22(5174)	0.320
22020.00	umbrella28	O22	CL-O22(5588)	0.322
22030.00	umbrella28	O22	CL-O22(5588)	0.287
22040.00	umbrella28	O22	CL-O22(5588)	0.303
22050.00	umbrella28	O22	CL-O22(5588)	0.322
22070.00	umbrella28	O22	CL-O22(5588)	0.294
22130.00	umbrella28	O22	CL-O22(5588)	0.301
22170.00	umbrella28	O22	CL-O22(5588)	0.290
22180.00	umbrella28	O22	CL-O22(5588)	0.296
22190.00	umbrella28	O22	CL-O22(5588)	0.269
22230.00	umbrella28	O22	CL-O22(5588)	0.320
22250.00	umbrella28	O22	CL-O22(5588)	0.283
22280.00	umbrella28	O22	CL-O22(5588)	0.278
22300.00	umbrella28	O22	CL-O22(5588)	0.307
22440.00	umbrella28	O22	CL-O22(5588)	0.323
22450.00	umbrella28	O22	CL-O22(5588)	0.314
22510.00	umbrella28	O22	CL-O22(5588)	0.283
22550.00	umbrella28	O22	CL-O22(5588)	0.311
22770.00	umbrella28	O22	CL-O22(5588)	0.289
22850.00	umbrella28	O22	CL-O22(5588)	0.320
22880.00	umbrella28	O22	CL-O22(5588)	0.324
24830.00	umbrella28	O22	CL-O22(5864)	0.308
24880.00	umbrella28	O22	CL-O22(5864)	0.287
2930.00	umbrella29	O22	CL-O22(5588)	0.325
3080.00	umbrella29	O22	CL-O22(5588)	0.299
3090.00	umbrella29	O22	CL-O22(5588)	0.320
3100.00	umbrella29	O22	CL-O22(5588)	0.320
3680.00	umbrella29	O22	CL-O22(5588)	0.297
3780.00	umbrella29	O22	CL-O22(5588)	0.326
3790.00	umbrella29	O22	CL-O22(5588)	0.294
3810.00	umbrella29	O22	CL-O22(5588)	0.299
3820.00	umbrella29	O22	CL-O22(5588)	0.316
3890.00	umbrella29	O22	CL-O22(5588)	0.300
4040.00	umbrella29	O22	CL-O22(5588)	0.289
4100.00	umbrella29	O22	CL-O22(5588)	0.302
4500.00	umbrella29	O22	CL-O22(5588)	0.316
4550.00	umbrella29	O22	CL-O22(5588)	0.318
10340.00	umbrella29	O22	CL-O22(5036)	0.306
3060.00	umbrella31	O22	CL-O22(6278)	0.317
3100.00	umbrella31	O22	CL-O22(6278)	0.276
4750.00	umbrella31	O22	CL-O22(6278)	0.307
4760.00	umbrella31	O22	CL-O22(6278)	0.310
4780.00	umbrella31	O22	CL-O22(6278)	0.301
4790.00	umbrella31	O22	CL-O22(6278)	0.323
4810.00	umbrella31	O22	CL-O22(6278)	0.290
4890.00	umbrella31	O22	CL-O22(6278)	0.268
4920.00	umbrella31	O22	CL-O22(6278)	0.310
7560.00	umbrella31	O22	CL-O22(6278)	0.301
8240.00	umbrella31	O22	CL-O22(6278)	0.309
8330.00	umbrella31	O22	CL-O22(6278)	0.320
8350.00	umbrella31	O22	CL-O22(6278)	0.322
8380.00	umbrella31	O22	CL-O22(6278)	0.311
8390.00	umbrella31	O22	CL-O22(6554)	0.321
8400.00	umbrella31	O22	CL-O22(6278)	0.315
8540.00	umbrella31	O22	CL-O22(6278)	0.326
8590.00	umbrella31	O22	CL-O22(6278)	0.310
8600.00	umbrella31	O22	CL-O22(6278)	0.320
8840.00	umbrella31	O22	CL-O22(6278)	0.290
9020.00	umbrella31	O22	CL-O22(6278)	0.299
9030.00	umbrella31	O22	CL-O22(6278)	0.324
9070.00	umbrella31	O22	CL-O22(6278)	0.287
9170.00	umbrella31	O22	CL-O22(6278)	0.308
9860.00	umbrella31	O22	CL-O22(6278)	0.262
16960.00	umbrella31	O22	CL-O22(6278)	0.302
17110.00	umbrella31	O22	CL-O22(7106)	0.327
18680.00	umbrella31	O22	CL-O22(6278)	0.311
19510.00	umbrella31	O22	CL-O22(6278)	0.308
19520.00	umbrella31	O22	CL-O22(6278)	0.303
19590.00	umbrella31	O22	CL-O22(6278)	0.318
19630.00	umbrella31	O22	CL-O22(6278)	0.315
19640.00	umbrella31	O22	CL-O22(6278)	0.306
19700.00	umbrella31	O22	CL-O22(6278)	0.324
19750.00	umbrella31	O22	CL-O22(6278)	0.321
19760.00	umbrella31	O22	CL-O22(6278)	0.292
19780.00	umbrella31	O22	CL-O22(6278)	0.301
19790.00	umbrella31	O22	CL-O22(6278)	0.292
19940.00	umbrella31	O22	CL-O22(6278)	0.311
19950.00	umbrella31	O22	CL-O22(6278)	0.314
19990.00	umbrella31	O22	CL-O22(7934)	0.323
20010.00	umbrella31	O22	CL-O22(6278)	0.306
20100.00	umbrella31	O22	CL-O22(6278)	0.309
20120.00	umbrella31	O22	CL-O22(6278)	0.318
20200.00	umbrella31	O22	CL-O22(6278)	0.293
20220.00	umbrella31	O22	CL-O22(6278)	0.293
20230.00	umbrella31	O22	CL-O22(6278)	0.294
20330.00	umbrella31	O22	CL-O22(6278)	0.288
20340.00	umbrella31	O22	CL-O22(6278)	0.313
20360.00	umbrella31	O22	CL-O22(6278)	0.315
20370.00	umbrella31	O22	CL-O22(6278)	0.323
20390.00	umbrella31	O22	CL-O22(6278)	0.296
20400.00	umbrella31	O22	CL-O22(6278)	0.293
20810.00	umbrella31	O22	CL-O22(6278)	0.279
20820.00	umbrella31	O22	CL-O22(6278)	0.319
20870.00	umbrella31	O22	CL-O22(6278)	0.296
20960.00	umbrella31	O22	CL-O22(6278)	0.281
21300.00	umbrella31	O22	CL-O22(6278)	0.277
21940.00	umbrella31	O22	CL-O22(6278)	0.305
21980.00	umbrella31	O22	CL-O22(6278)	0.323
22020.00	umbrella31	O22	CL-O22(6278)	0.317
22300.00	umbrella31	O22	CL-O22(6278)	0.308
24460.00	umbrella31	O22	CL-O22(6278)	0.315
24640.00	umbrella31	O22	CL-O22(6278)	0.324
24700.00	umbrella31	O22	CL-O22(6278)	0.292
24720.00	umbrella31	O22	CL-O22(6278)	0.302
24840.00	umbrella31	O22	CL-O22(6278)	0.303
24850.00	umbrella31	O22	CL-O22(6278)	0.283
24870.00	umbrella31	O22	CL-O22(6278)	0.288
5250.00	umbrella32	O22	CL-O22(5036)	0.319
5280.00	umbrella32	O22	CL-O22(5036)	0.282
5540.00	umbrella32	O22	CL-O22(6416)	0.318
8800.00	umbrella32	O22	CL-O22(8348)	0.323
9240.00	umbrella32	O22	CL-O22(8348)	0.315
9250.00	umbrella32	O22	CL-O22(8348)	0.282
9260.00	umbrella32	O22	CL-O22(8348)	0.293
9270.00	umbrella32	O22	CL-O22(8348)	0.319
9280.00	umbrella32	O22	CL-O22(8348)	0.307
9290.00	umbrella32	O22	CL-O22(8348)	0.288
9320.00	umbrella32	O22	CL-O22(8348)	0.325
9330.00	umbrella32	O22	CL-O22(8348)	0.297
12460.00	umbrella32	O22	CL-O22(9038)	0.319
20460.00	umbrella32	O22	CL-O22(5036)	0.316
22910.00	umbrella32	O22	CL-O22(6140)	0.300
22940.00	umbrella32	O22	CL-O22(6140)	0.316
22970.00	umbrella32	O22	CL-O22(6140)	0.295
3210.00	umbrella9	O31	CL-O31(5043)	0.286
3220.00	umbrella9	O31	CL-O31(5043)	0.321
3230.00	umbrella9	O31	CL-O31(5043)	0.315
3240.00	umbrella9	O31	CL-O31(5043)	0.321
9460.00	umbrella9	O31	CL-O31(5043)	0.325
13290.00	umbrella9	O31	CL-O31(5595)	0.321
6800.00	umbrella11	O31	CL-O31(5595)	0.318
11800.00	umbrella11	O31	CL-O31(5595)	0.324
15540.00	umbrella11	O31	CL-O31(5595)	0.310
16020.00	umbrella11	O31	CL-O31(5595)	0.321
1640.00	umbrella15	O31	CL-O31(5181)	0.278
2130.00	umbrella15	O31	CL-O31(5181)	0.296
2570.00	umbrella15	O31	CL-O31(5457)	0.322
3010.00	umbrella15	O31	CL-O31(5181)	0.324
3400.00	umbrella15	O31	CL-O31(5181)	0.303
3450.00	umbrella15	O31	CL-O31(5181)	0.295
3480.00	umbrella15	O31	CL-O31(5181)	0.325
3710.00	umbrella15	O31	CL-O31(5181)	0.322
3730.00	umbrella15	O31	CL-O31(5181)	0.318
4080.00	umbrella15	O31	CL-O31(5457)	0.324
4090.00	umbrella15	O31	CL-O31(5457)	0.310
4110.00	umbrella15	O31	CL-O31(5457)	0.311
4130.00	umbrella15	O31	CL-O31(5457)	0.288
4690.00	umbrella15	O31	CL-O31(5457)	0.315
4750.00	umbrella15	O31	CL-O31(5457)	0.292
4770.00	umbrella15	O31	CL-O31(5457)	0.313
5040.00	umbrella15	O31	CL-O31(5457)	0.326
5070.00	umbrella15	O31	CL-O31(5457)	0.302
5410.00	umbrella15	O31	CL-O31(5457)	0.314
5720.00	umbrella15	O31	CL-O31(5457)	0.323
6120.00	umbrella15	O31	CL-O31(5457)	0.317
6210.00	umbrella15	O31	CL-O31(5457)	0.312
6350.00	umbrella15	O31	CL-O31(5457)	0.320
6380.00	umbrella15	O31	CL-O31(5457)	0.298
6470.00	umbrella15	O31	CL-O31(5457)	0.315
6520.00	umbrella15	O31	CL-O31(5457)	0.324
6580.00	umbrella15	O31	CL-O31(5457)	0.309
6590.00	umbrella15	O31	CL-O31(5457)	0.304
6620.00	umbrella15	O31	CL-O31(5457)	0.321
6670.00	umbrella15	O31	CL-O31(5457)	0.300
6680.00	umbrella15	O31	CL-O31(5457)	0.324
6840.00	umbrella15	O31	CL-O31(5457)	0.305
6890.00	umbrella15	O31	CL-O31(5457)	0.276
6900.00	umbrella15	O31	CL-O31(5457)	0.321
6950.00	umbrella15	O31	CL-O31(5457)	0.298
7060.00	umbrella15	O31	CL-O31(5457)	0.313
7140.00	umbrella15	O31	CL-O31(5457)	0.312
7150.00	umbrella15	O31	CL-O31(5457)	0.322
7250.00	umbrella15	O31	CL-O31(5457)	0.299
7260.00	umbrella15	O31	CL-O31(5457)	0.299
7340.00	umbrella15	O31	CL-O31(5457)	0.321
7710.00	umbrella15	O31	CL-O31(5457)	0.319
7750.00	umbrella15	O31	CL-O31(5457)	0.312
7820.00	umbrella15	O31	CL-O31(5457)	0.327
7830.00	umbrella15	O31	CL-O31(5457)	0.326
8010.00	umbrella15	O31	CL-O31(5457)	0.304
8170.00	umbrella15	O31	CL-O31(5457)	0.314
8360.00	umbrella15	O31	CL-O31(5457)	0.323
8400.00	umbrella15	O31	CL-O31(5457)	0.326
8610.00	umbrella15	O31	CL-O31(5457)	0.290
17540.00	umbrella15	O31	CL-O31(5871)	0.325
17550.00	umbrella15	O31	CL-O31(5871)	0.321
18220.00	umbrella15	O31	CL-O31(5871)	0.318
2330.00	umbrella17	O31	CL-O31(5181)	0.312
2560.00	umbrella17	O31	CL-O31(5181)	0.309
15680.00	umbrella18	O31	CL-O31(5181)	0.327
22340.00	umbrella18	O31	CL-O31(5181)	0.317
22460.00	umbrella18	O31	CL-O31(5181)	0.311
11100.00	umbrella19	O31	CL-O31(5181)	0.312
11800.00	umbrella19	O31	CL-O31(5181)	0.325
23290.00	umbrella19	O31	CL-O31(5181)	0.314
23480.00	umbrella19	O31	CL-O31(5181)	0.300
23600.00	umbrella19	O31	CL-O31(5181)	0.325
23610.00	umbrella19	O31	CL-O31(5181)	0.322
180.00	umbrella20	O31	CL-O31(7251)	0.318
570.00	umbrella20	O31	CL-O31(7251)	0.326
620.00	umbrella20	O31	CL-O31(5595)	0.313
670.00	umbrella20	O31	CL-O31(5595)	0.322
720.00	umbrella20	O31	CL-O31(5595)	0.323
740.00	umbrella20	O31	CL-O31(5595)	0.324
2120.00	umbrella20	O31	CL-O31(7251)	0.310
2180.00	umbrella20	O31	CL-O31(7251)	0.299
3810.00	umbrella20	O31	CL-O31(5595)	0.313
3870.00	umbrella20	O31	CL-O31(5595)	0.308
4030.00	umbrella20	O31	CL-O31(5595)	0.318
4090.00	umbrella20	O31	CL-O31(5595)	0.295
4100.00	umbrella20	O31	CL-O31(5595)	0.318
4110.00	umbrella20	O31	CL-O31(5595)	0.323
4210.00	umbrella20	O31	CL-O31(5595)	0.317
4220.00	umbrella20	O31	CL-O31(5595)	0.300
4270.00	umbrella20	O31	CL-O31(5595)	0.320
4460.00	umbrella20	O31	CL-O31(5595)	0.300
4510.00	umbrella20	O31	CL-O31(5595)	0.309
4660.00	umbrella20	O31	CL-O31(5595)	0.302
4670.00	umbrella20	O31	CL-O31(5595)	0.302
4720.00	umbrella20	O31	CL-O31(5595)	0.316
5060.00	umbrella20	O31	CL-O31(5595)	0.323
5120.00	umbrella20	O31	CL-O31(5595)	0.312
5220.00	umbrella20	O31	CL-O31(5595)	0.319
5250.00	umbrella20	O31	CL-O31(5595)	0.322
5280.00	umbrella20	O31	CL-O31(5595)	0.326
12350.00	umbrella20	O31	CL-O31(5595)	0.325
18830.00	umbrella20	O31	CL-O31(7251)	0.310
18840.00	umbrella20	O31	CL-O31(7251)	0.327
18960.00	umbrella20	O31	CL-O31(7251)	0.306
19530.00	umbrella20	O31	CL-O31(7251)	0.319
23420.00	umbrella20	O31	CL-O31(7251)	0.317
70.00	umbrella22	O31	CL-O31(5181)	0.327
320.00	umbrella22	O31	CL-O31(5181)	0.299
390.00	umbrella22	O31	CL-O31(5181)	0.324
400.00	umbrella22	O31	CL-O31(5181)	0.319
460.00	umbrella22	O31	CL-O31(5181)	0.321
650.00	umbrella22	O31	CL-O31(5181)	0.318
740.00	umbrella22	O31	CL-O31(5181)	0.322
2220.00	umbrella22	O31	CL-O31(5181)	0.319
2260.00	umbrella22	O31	CL-O31(5181)	0.300
2270.00	umbrella22	O31	CL-O31(5181)	0.313
2290.00	umbrella22	O31	CL-O31(5181)	0.321
2300.00	umbrella22	O31	CL-O31(5181)	0.299
2340.00	umbrella22	O31	CL-O31(5181)	0.312
2350.00	umbrella22	O31	CL-O31(5181)	0.302
2370.00	umbrella22	O31	CL-O31(5181)	0.296
2400.00	umbrella22	O31	CL-O31(5181)	0.308
2450.00	umbrella22	O31	CL-O31(5181)	0.285
2470.00	umbrella22	O31	CL-O31(5181)	0.308
2730.00	umbrella22	O31	CL-O31(5181)	0.297
2750.00	umbrella22	O31	CL-O31(5181)	0.325
2760.00	umbrella22	O31	CL-O31(5181)	0.317
2820.00	umbrella22	O31	CL-O31(5181)	0.287
2840.00	umbrella22	O31	CL-O31(5181)	0.321
2910.00	umbrella22	O31	CL-O31(5181)	0.316
3150.00	umbrella22	O31	CL-O31(5181)	0.302
3160.00	umbrella22	O31	CL-O31(5181)	0.291
3170.00	umbrella22	O31	CL-O31(5181)	0.326
3520.00	umbrella22	O31	CL-O31(5181)	0.324
4290.00	umbrella22	O31	CL-O31(5181)	0.310
4320.00	umbrella22	O31	CL-O31(5181)	0.303
4590.00	umbrella22	O31	CL-O31(5181)	0.322
4670.00	umbrella22	O31	CL-O31(5181)	0.326
4730.00	umbrella22	O31	CL-O31(5181)	0.296
5000.00	umbrella22	O31	CL-O31(5181)	0.326
5200.00	umbrella22	O31	CL-O31(5181)	0.311
5270.00	umbrella22	O31	CL-O31(5181)	0.287
5340.00	umbrella22	O31	CL-O31(5181)	0.295
5370.00	umbrella22	O31	CL-O31(5181)	0.322
5590.00	umbrella22	O31	CL-O31(5181)	0.324
5840.00	umbrella22	O31	CL-O31(5181)	0.308
6150.00	umbrella22	O31	CL-O31(5181)	0.320
6760.00	umbrella22	O31	CL-O31(5181)	0.300
7130.00	umbrella22	O31	CL-O31(5181)	0.306
7200.00	umbrella22	O31	CL-O31(5181)	0.322
7260.00	umbrella22	O31	CL-O31(5181)	0.317
7610.00	umbrella22	O31	CL-O31(5181)	0.322
8530.00	umbrella22	O31	CL-O31(5181)	0.320
8850.00	umbrella22	O31	CL-O31(5181)	0.322
9200.00	umbrella22	O31	CL-O31(5181)	0.312
9350.00	umbrella22	O31	CL-O31(5181)	0.326
9400.00	umbrella22	O31	CL-O31(5181)	0.306
9450.00	umbrella22	O31	CL-O31(5181)	0.323
10070.00	umbrella22	O31	CL-O31(5181)	0.319
11270.00	umbrella22	O31	CL-O31(5871)	0.324
11290.00	umbrella22	O31	CL-O31(5871)	0.327
11300.00	umbrella22	O31	CL-O31(5871)	0.319
11320.00	umbrella22	O31	CL-O31(5181)	0.317
11390.00	umbrella22	O31	CL-O31(5181)	0.322
11430.00	umbrella22	O31	CL-O31(5871)	0.324
11490.00	umbrella22	O31	CL-O31(5871)	0.310
11500.00	umbrella22	O31	CL-O31(5871)	0.326
13310.00	umbrella22	O31	CL-O31(5181)	0.318
13400.00	umbrella22	O31	CL-O31(5181)	0.302
13770.00	umbrella22	O31	CL-O31(5181)	0.322
13810.00	umbrella22	O31	CL-O31(5181)	0.312
14500.00	umbrella22	O31	CL-O31(5181)	0.302
14560.00	umbrella22	O31	CL-O31(5181)	0.318
15110.00	umbrella22	O31	CL-O31(5181)	0.306
15430.00	umbrella22	O31	CL-O31(5181)	0.323
15440.00	umbrella22	O31	CL-O31(5181)	0.311
15460.00	umbrella22	O31	CL-O31(5181)	0.322
15640.00	umbrella22	O31	CL-O31(5181)	0.327
15720.00	umbrella22	O31	CL-O31(5181)	0.322
15730.00	umbrella22	O31	CL-O31(5181)	0.323
15780.00	umbrella22	O31	CL-O31(5181)	0.319
15840.00	umbrella22	O31	CL-O31(5871)	0.321
17390.00	umbrella22	O31	CL-O31(5871)	0.314
17720.00	umbrella22	O31	CL-O31(5871)	0.307
17750.00	umbrella22	O31	CL-O31(5871)	0.312
17810.00	umbrella22	O31	CL-O31(5871)	0.326
17880.00	umbrella22	O31	CL-O31(5871)	0.317
17950.00	umbrella22	O31	CL-O31(5871)	0.311
18010.00	umbrella22	O31	CL-O31(5871)	0.322
18110.00	umbrella22	O31	CL-O31(5871)	0.315
18420.00	umbrella22	O31	CL-O31(5871)	0.323
18530.00	umbrella22	O31	CL-O31(5871)	0.318
18550.00	umbrella22	O31	CL-O31(5871)	0.326
18560.00	umbrella22	O31	CL-O31(5871)	0.305
18570.00	umbrella22	O31	CL-O31(5871)	0.315
19310.00	umbrella22	O31	CL-O31(5871)	0.315
19380.00	umbrella22	O31	CL-O31(5871)	0.317
19420.00	umbrella22	O31	CL-O31(5871)	0.303
20140.00	umbrella22	O31	CL-O31(5871)	0.285
20230.00	umbrella22	O31	CL-O31(5871)	0.311
20320.00	umbrella22	O31	CL-O31(5871)	0.325
20340.00	umbrella22	O31	CL-O31(5871)	0.321
20480.00	umbrella22	O31	CL-O31(5871)	0.313
20490.00	umbrella22	O31	CL-O31(5871)	0.312
20710.00	umbrella22	O31	CL-O31(5871)	0.298
20870.00	umbrella22	O31	CL-O31(5871)	0.326
20940.00	umbrella22	O31	CL-O31(5871)	0.323
21010.00	umbrella22	O31	CL-O31(5871)	0.321
22040.00	umbrella22	O31	CL-O31(5871)	0.319
22260.00	umbrella22	O31	CL-O31(5871)	0.326
23170.00	umbrella22	O31	CL-O31(5871)	0.303
23310.00	umbrella22	O31	CL-O31(5181)	0.304
23330.00	umbrella22	O31	CL-O31(5181)	0.267
23380.00	umbrella22	O31	CL-O31(5871)	0.326
23390.00	umbrella22	O31	CL-O31(5181)	0.325
23420.00	umbrella22	O31	CL-O31(5181)	0.324
23440.00	umbrella22	O31	CL-O31(5181)	0.293
24220.00	umbrella22	O31	CL-O31(5871)	0.327
620.00	umbrella23	O31	CL-O31(5595)	0.322
1120.00	umbrella23	O31	CL-O31(5595)	0.321
1410.00	umbrella23	O31	CL-O31(5595)	0.321
1430.00	umbrella23	O31	CL-O31(5595)	0.320
1520.00	umbrella23	O31	CL-O31(5595)	0.321
1800.00	umbrella23	O31	CL-O31(5595)	0.308
9460.00	umbrella23	O31	CL-O31(5595)	0.307
9590.00	umbrella23	O31	CL-O31(5595)	0.319
9660.00	umbrella23	O31	CL-O31(5595)	0.326
14770.00	umbrella23	O31	CL-O31(5595)	0.322
14790.00	umbrella23	O31	CL-O31(5595)	0.327
22250.00	umbrella23	O31	CL-O31(5595)	0.326
23770.00	umbrella23	O31	CL-O31(5043)	0.319
23940.00	umbrella23	O31	CL-O31(5043)	0.324
24470.00	umbrella23	O31	CL-O31(5043)	0.324
24710.00	umbrella23	O31	CL-O31(5043)	0.317
24740.00	umbrella23	O31	CL-O31(5043)	0.326
1160.00	umbrella24	O31	CL-O31(5043)	0.286
1170.00	umbrella24	O31	CL-O31(5043)	0.321
1190.00	umbrella24	O31	CL-O31(5043)	0.320
1200.00	umbrella24	O31	CL-O31(5595)	0.327
1440.00	umbrella24	O31	CL-O31(5595)	0.311
1450.00	umbrella24	O31	CL-O31(5595)	0.299
1460.00	umbrella24	O31	CL-O31(5043)	0.325
1480.00	umbrella24	O31	CL-O31(5043)	0.310
1540.00	umbrella24	O31	CL-O31(5043)	0.319
1910.00	umbrella24	O31	CL-O31(5043)	0.324
2800.00	umbrella24	O31	CL-O31(5595)	0.274
2860.00	umbrella24	O31	CL-O31(5043)	0.319
3320.00	umbrella24	O31	CL-O31(5043)	0.317
4850.00	umbrella24	O31	CL-O31(5595)	0.327
5390.00	umbrella24	O31	CL-O31(5595)	0.324
5400.00	umbrella24	O31	CL-O31(5595)	0.279
5420.00	umbrella24	O31	CL-O31(5595)	0.314
5630.00	umbrella24	O31	CL-O31(5595)	0.318
5710.00	umbrella24	O31	CL-O31(5595)	0.293
5730.00	umbrella24	O31	CL-O31(5595)	0.326
5740.00	umbrella24	O31	CL-O31(5595)	0.327
5820.00	umbrella24	O31	CL-O31(5595)	0.301
5900.00	umbrella24	O31	CL-O31(5595)	0.323
6660.00	umbrella24	O31	CL-O31(5043)	0.316
6810.00	umbrella24	O31	CL-O31(5043)	0.318
6850.00	umbrella24	O31	CL-O31(5043)	0.325
6860.00	umbrella24	O31	CL-O31(5043)	0.326
7630.00	umbrella24	O31	CL-O31(5043)	0.297
9260.00	umbrella24	O31	CL-O31(5595)	0.295
9330.00	umbrella24	O31	CL-O31(5595)	0.319
11230.00	umbrella24	O31	CL-O31(5595)	0.320
11420.00	umbrella24	O31	CL-O31(5595)	0.321
11490.00	umbrella24	O31	CL-O31(5595)	0.323
13540.00	umbrella24	O31	CL-O31(5043)	0.319
13580.00	umbrella24	O31	CL-O31(5043)	0.306
15450.00	umbrella24	O31	CL-O31(5595)	0.318
15460.00	umbrella24	O31	CL-O31(5595)	0.319
15470.00	umbrella24	O31	CL-O31(5595)	0.312
15500.00	umbrella24	O31	CL-O31(5595)	0.323
15560.00	umbrella24	O31	CL-O31(5595)	0.325
15620.00	umbrella24	O31	CL-O31(5595)	0.282
15630.00	umbrella24	O31	CL-O31(5595)	0.325
15670.00	umbrella24	O31	CL-O31(5595)	0.322
15690.00	umbrella24	O31	CL-O31(5595)	0.304
15730.00	umbrella24	O31	CL-O31(5595)	0.324
15750.00	umbrella24	O31	CL-O31(5595)	0.318
15780.00	umbrella24	O31	CL-O31(5595)	0.327
15790.00	umbrella24	O31	CL-O31(5595)	0.327
15980.00	umbrella24	O31	CL-O31(5043)	0.319
16010.00	umbrella24	O31	CL-O31(5043)	0.305
16050.00	umbrella24	O31	CL-O31(5043)	0.316
16070.00	umbrella24	O31	CL-O31(5043)	0.320
16100.00	umbrella24	O31	CL-O31(5043)	0.318
16120.00	umbrella24	O31	CL-O31(5043)	0.315
16150.00	umbrella24	O31	CL-O31(5043)	0.318
16160.00	umbrella24	O31	CL-O31(5043)	0.307
16180.00	umbrella24	O31	CL-O31(5043)	0.296
16190.00	umbrella24	O31	CL-O31(5043)	0.314
16210.00	umbrella24	O31	CL-O31(5043)	0.325
16220.00	umbrella24	O31	CL-O31(5043)	0.313
16230.00	umbrella24	O31	CL-O31(5043)	0.324
16270.00	umbrella24	O31	CL-O31(5043)	0.327
16890.00	umbrella24	O31	CL-O31(5043)	0.296
16900.00	umbrella24	O31	CL-O31(5043)	0.311
17120.00	umbrella24	O31	CL-O31(5043)	0.315
17140.00	umbrella24	O31	CL-O31(5043)	0.302
17180.00	umbrella24	O31	CL-O31(5043)	0.316
17250.00	umbrella24	O31	CL-O31(5043)	0.317
17270.00	umbrella24	O31	CL-O31(5043)	0.318
17380.00	umbrella24	O31	CL-O31(5043)	0.322
17430.00	umbrella24	O31	CL-O31(5043)	0.322
17520.00	umbrella24	O31	CL-O31(5043)	0.320
17570.00	umbrella24	O31	CL-O31(5043)	0.324
18560.00	umbrella24	O31	CL-O31(5043)	0.316
